Id	Sentence	Expert Judgement	Crowd Flower Judgements	Average	Dataset
905	But when we are in possetion of these products are we really living a dream?	4	[4, 2, 3, 3, 3]	3.1666666666666665	test
906	Therefore I disagree with the statement.	4	[3, 3, 4, 4, 3]	3.5	train
907	So both the lecture an the reading think that other arcaeologist monuments in the area from Kingdom period.	2	[1, 3, 2, 3, 2]	2.1666666666666665	dev
908	the sulfur dioxide is generate by several natural processes and several human processes.	3	[2, 3, 3, 4, 2]	2.8333333333333335	test
909	The first one is that to have a broad knowledge of manu subject.	3	[4, 3, 3, 4, 2]	3.1666666666666665	train
910	Sulfur dioxide is released into the air with other pollutants.	4	[4, 4, 4, 3, 4]	3.8333333333333335	test
911	If I have one sujest.	2	[3, 3, 2, 3, 2]	2.5	dev
912	To be sure, we Japanese take part in destroying enviroment because we consume most wood .	3	[3, 2, 4, 3, 3]	3.0	dev
913	So i asked my student , how did he think about my lesson, and tried to find out where the proublem it is.	2	[3, 3, 3, 2, 2]	2.5	dev
914	They regularly go for picnics, go to cinema halls, and in big cities young people enjoy there weekends in pubs and resturants.	3	[3, 3, 4, 4, 3]	3.3333333333333335	train
915	So many customers will buys a lot of things.	3	[3, 3, 3, 3, 3]	3.0	train
916	That means if I have an broad knowledge in politics then I m aware that 'where to speak what'.	2	[3, 2, 3, 3, 3]	2.6666666666666665	dev
917	and people has it.	3	[3, 3, 3, 3, 3]	3.0	train
918	One without the other is nothing.	4	[4, 4, 4, 4, 4]	4.0	test
919	he also tells fact concepts to the students.	3	[3, 3, 3, 2, 3]	2.8333333333333335	dev
920	That was a very beautiful dream in my mind at that time.	4	[4, 4, 4, 3, 4]	3.8333333333333335	dev
921	menhadens are the primary source of protein for the livestocks and poultry.	3	[3, 4, 3, 2, 4]	3.1666666666666665	test
922	So I agree this point: it is better to have knowledge of many academic subjects than to specialize in one specific subject.	3	[3, 3, 3, 3, 4]	3.1666666666666665	train
923	Therefore, she said it is not easy to find for those kind of tresures.	3	[3, 3, 3, 3, 3]	3.0	train
924	After majoring in any feild of studies a student cannot adjust immidiatly with the practical world.	3	[3, 3, 3, 3, 3]	3.0	dev
925	Because of its complex, it will need a number of munipulately person.	2	[1, 2, 3, 3, 1]	2.0	train
926	IF SOME BODY WANT TO DO SOME THING LIKE, MAKING A COMPANY HE SHOULD NOT DO IT BY HIM SELF FOR HIM SELF , NO , HE WILL NEED SOME BODY TO HELP HIM FOR ALL THIS THINGS	2	[3, 3, 3, 2, 2]	2.5	train
927	When I came here to America, I came with my friends.	4	[4, 4, 4, 3, 3]	3.6666666666666665	train
928	Alll wise audience notices what the movie star says will not come true.	3	[3, 3, 3, 3, 3]	3.0	train
929	They eager for some crucial information, and they know well how to fabricate, edit, delete , or convert a true fact of information.	3	[1, 3, 3, 3, 3]	2.6666666666666665	train
930	By contrast, the lecture claims that quality of discussion is the most important instead of the numbers of discussion.	3	[4, 4, 2, 3, 3]	3.1666666666666665	dev
931	I understand people who think that funny movies are more interesting than the others especially when you watch a movie with friends, because it allows to have fun with them.	3	[3, 3, 3, 3, 3]	3.0	test
932	Thus I strongly end my case saying that in twenty years tome we are not going to see fewer cars run on our roads but see massive infrastructure growth and a booming automobile industry.	3	[3, 3, 3, 3, 3]	3.0	train
933	If they see ant new things suddenly asks him self 3QUESTIONS what ?, why?, when?.	2	[3, 2, 3, 2, 2]	2.3333333333333335	train
934	While one extreme showcases the philosophy of the Buddha, according to which true bliss can be achieved by self-abnegation and relinquishing all of one's desires, the other extreme has the objectivist philosophy made popular by Ayn Rand which preaches the pursuit of one's happiness as the only goal of one's life.	4	[3, 4, 3, 4, 3]	3.5	train
935	I think that is probably the main reason why most old people are always joyful and always have a nice smile on their face.	4	[3, 3, 4, 4, 4]	3.6666666666666665	train
936	I am not saying that the concepts and the ideas are not important, they are, and may be we ahve to know them, but me and many people choose the other way.	3	[4, 2, 3, 3, 3]	3.0	train
937	In the exact sciences they ask oyu not memorize because it is not posible to memorize all the math problems of the world because each person could create a new one and it is not posible to do it by memory, but if you get the idea, if you understand the process.	3	[1, 2, 2, 2, 3]	2.1666666666666665	train
938	Concepts of a subject gives us the background of main streams of a subject we are going to learn and study.	3	[4, 4, 4, 3, 3]	3.5	dev
939	In fact, old buildings are costly to maintain.	4	[4, 3, 4, 4, 4]	3.8333333333333335	test
940	After four years she graduated from the university and asked her manager to have a better position .	4	[3, 4, 3, 2, 4]	3.3333333333333335	train
941	because three reasons about it.	0	[]	0.0	none
942	When i learn cooking first time.	3	[3, 3, 3, 3, 3]	3.0	train
943	While the child spends about five hours or less with his parents, and whenever that child wants to go out he will most probably go out with his friends which are his classmates, so most of his school life will be spent with his classmates, and this will have a great affect on his personality which will determine the way the child will react towards his school and will determine how he will use his life.	3	[3, 3, 2, 3, 3]	2.8333333333333335	test
944	And she goes back to home late.	3	[3, 4, 3, 3, 2]	3.0	train
945	They have a broader spectrum of ideas that they can develop into competences throughout their student life.	4	[3, 4, 4, 4, 3]	3.6666666666666665	test
946	Literature has good benefets for people.	4	[3, 3, 3, 2, 4]	3.1666666666666665	train
947	I will outline in the below paragraphs my arguments in favor of this statement.	4	[4, 4, 3, 3, 3]	3.5	dev
948	someone likes music and someone like science, and some one is talent on ballet while someone is not.	3	[3, 4, 3, 2, 4]	3.1666666666666665	test
949	this example proves that knowing the fact is less important compare to knowing the concepts related to it.	3	[3, 3, 3, 3, 3]	3.0	dev
950	because money is very expence.	3	[3, 2, 3, 3, 2]	2.6666666666666665	train
951	I believe that the number of cars may decrease in twenty years' time for some reasons.	4	[3, 4, 3, 3, 3]	3.3333333333333335	test
952	Einstien's seminal theory of relativity is proved by facts.	4	[4, 3, 4, 3, 4]	3.6666666666666665	dev
953	However it is also true that, in some cases, advertisements make products seem much beautiful or much useful than they are.	3	[3, 3, 4, 3, 2]	3.0	train
954	Instead of help people and be sertain that other will help it, a person tries to do everything that is withing it's possibilities just to provide a better life for itself.	2	[3, 2, 2, 3, 2]	2.3333333333333335	train
955	I thank that South Korea give for South Korea the many food.	2	[3, 3, 1, 3, 3]	2.5	train
956	Because most of the movies have violent, they can think it is normal.	3	[3, 3, 3, 3, 3]	3.0	train
957	TVs and movies have their own effects on many people ecpisally children and young people.	3	[3, 3, 3, 4, 2]	3.0	train
958	While i was there someone tried to steal my bag and passport.	4	[4, 4, 4, 3, 3]	3.6666666666666665	dev
959	Car will still be intrend and used by humans.	3	[3, 3, 3, 3, 3]	3.0	train
960	he can not concentrate on any off them properly since he will have a little time for one subject .	3	[3, 3, 3, 3, 3]	3.0	train
961	Second the rouds cannot be damged because raising the tax there will be much less cars.	3	[3, 1, 2, 2, 1]	2.0	dev
962	So they are making a bill to let this system legal.	2	[3, 3, 3, 3, 3]	2.8333333333333335	train
963	without a concept facts can not be collected.	4	[3, 2, 3, 3, 3]	3.0	train
964	This could help them to develop their thinking power, managing power, and good strategy making power to achieve their goals.	4	[4, 4, 3, 3, 4]	3.6666666666666665	test
965	A perfect example of Real Politik was when Bismarck manipulated the letter written by the king and sent it to the French emperor Napoleon III.	4	[3, 3, 3, 4, 4]	3.5	test
966	In this case a tour guide can be helpful to complete the trip in very less time as compared to what one might end up spending if one decides to explore the place himself/herself.	3	[3, 3, 3, 3, 3]	3.0	test
967	Second, the scroll lists are huge gold like 35 kilograms, so it is price will be more bigger different.	2	[2, 2, 3, 1, 3]	2.1666666666666665	dev
968	There was new computer system called PhotoShop.	3	[3, 3, 3, 3, 3]	3.0	train
969	the student's future go into darkness.	3	[2, 3, 3, 3, 3]	2.8333333333333335	train
970	What I wanted to say is, that enjoying life cannot be putted into a definition to test out if somebody is enjoying his or her life because it matches this definition.	3	[3, 3, 2, 3, 2]	2.6666666666666665	test
971	But the owner that posses one car dealer shop offert to him other job, with better conditions and benefits.	3	[3, 3, 2, 3, 2]	2.6666666666666665	test
972	This is like a process of distilling water - what remains is truly pure, isn't it?	4	[2, 4, 3, 2, 3]	3.0	train
973	It's is very obbvious that more cars will be sold there.	3	[3, 3, 3, 3, 3]	3.0	test
974	It caused by three reason.	3	[3, 3, 1, 3, 3]	2.6666666666666665	train
975	I dont have a car but i dreaming it off.	2	[3, 3, 3, 3, 3]	2.8333333333333335	dev
976	Also, food chain becomes more stronger that is was before, such as rabbits and hear.	2	[2, 3, 1, 2, 2]	2.0	test
977	but according to the professor view the treasure is natie of egypt king who got the treasue before.	2	[1, 1, 3, 1, 2]	1.6666666666666667	train
978	Because the rest of the period the way they work could be different.	4	[3, 3, 2, 3, 1]	2.6666666666666665	dev
979	For the older , the phone , the only funciton , in some means, is a job , a project, a imper wich master call on him with the related to the jobs.	1	[2, 3, 1, 2, 3]	2.0	test
980	It's difficult to persuade some people to change thier thisnking using the essay.	4	[3, 3, 3, 3, 3]	3.1666666666666665	train
981	In today's world, because of improved technology there are many avenues of enjoyement open to old people.	4	[3, 4, 3, 4, 3]	3.5	train
982	They prefer driving a car to using another transportations.	3	[3, 3, 3, 4, 4]	3.3333333333333335	train
983	They can do some risks and try new things if they want.	3	[3, 3, 3, 3, 4]	3.1666666666666665	train
984	On the other hand, we do not o make understanding facts our way of learning and thinking.	3	[3, 3, 2, 3, 3]	2.8333333333333335	train
985	This is much talked about today in loads of meetings concerning ecology and earth.	4	[3, 3, 3, 3, 3]	3.1666666666666665	train
986	According to me, in order to start the carrier through the success it`s importand to have a solid base, that means knowledge and experience.	3	[4, 3, 3, 2, 3]	3.0	test
987	Therefore, I support the statement that it is more important to understand ideas and concepts than it is to learn facts.	4	[4, 4, 4, 4, 4]	4.0	test
988	It was the interpretation of that information that we had to master.	4	[4, 4, 4, 4, 3]	3.8333333333333335	train
989	This will definitely cause some promblems.	4	[3, 4, 4, 3, 4]	3.6666666666666665	dev
